Date,Open,High,Low,Close,Adj Close,Volume
2000-03-06,3.253630,3.253630,3.253630,3.253630,2.556350,0
2000-03-07,3.253630,3.253630,3.253630,3.253630,2.556350,0
2000-03-08,3.253630,3.253630,3.253630,3.253630,2.556350,0
2000-03-09,3.253630,3.253630,3.253630,3.253630,2.556350,0
2000-03-10,3.228790,3.228790,3.228790,3.228790,2.536833,16910
2000-03-13,3.228790,3.228790,3.228790,3.228790,2.536833,0
2000-03-14,3.154280,3.154280,3.154280,3.154280,2.478292,805
2000-03-15,3.154280,3.154280,3.154280,3.154280,2.478292,805
2000-03-16,3.154280,3.154280,3.154280,3.154280,2.478292,10468
2000-03-17,3.154280,3.154280,3.104610,3.104610,2.439268,39457
2000-03-20,3.104610,3.104610,3.079770,3.079770,2.419751,9663
2000-03-21,3.079770,3.079770,3.079770,3.079770,2.419751,104683
2000-03-22,3.104610,3.104610,3.079770,3.079770,2.419751,172325
2000-03-23,3.079770,3.079770,3.079770,3.079770,2.419751,110320
2000-03-24,3.079770,3.079770,3.079770,3.079770,2.419751,254461
2000-03-27,3.104610,3.104610,3.104610,3.104610,2.439268,80526
2000-03-28,3.104610,3.104610,3.104610,3.104610,2.439268,99852
2000-03-29,3.104610,3.104610,3.104610,3.104610,2.439268,4026
2000-03-30,3.203950,3.203950,3.203950,3.203950,2.517318,12884
2000-03-31,3.228790,3.228790,3.228790,3.228790,2.536833,18521
2000-04-03,3.228790,3.377810,3.228790,3.377810,2.653918,10468
2000-04-04,3.377810,3.377810,3.377810,3.377810,2.653918,0
2000-04-05,3.228790,3.253630,3.228790,3.228790,2.536833,41873
